OriginCityName,DestCityName,c
"Miami FL","Charlotte NC",361
"Newark NJ","Atlanta GA",362
"Atlanta GA","Las Vegas NV",365
"Las Vegas NV","Atlanta GA",365
"Los Angeles CA","Washington DC",365
"Atlanta GA","Newark NJ",366
"Dallas TX","San Antonio TX",367
"San Antonio TX","Dallas TX",367
"Fort Lauderdale FL","Newark NJ",370
"Las Vegas NV","Houston TX",370
"Newark NJ","Fort Lauderdale FL",370
"San Francisco CA","Washington DC",371
"Atlanta GA","Fort Myers FL",372
"Chicago IL","Baltimore MD",372
"Houston TX","Las Vegas NV",372
"San Diego CA","Denver CO",372
"Fort Myers FL","Atlanta GA",375
"Baltimore MD","Chicago IL",376
"Des Moines IA","Chicago IL",378
"Washington DC","Houston TX",378
"Houston TX","Washington DC",379
"Phoenix AZ","Albuquerque NM",380
"Charlotte NC","Newark NJ",381
"Newark NJ","Charlotte NC",381
"Washington DC","Detroit MI",381
"Albuquerque NM","Phoenix AZ",382
"Detroit MI","Washington DC",382
"Houston TX","Phoenix AZ",386
"Phoenix AZ","Houston TX",386
"Oakland CA","Burbank CA",390
"Washington DC","Los Angeles CA",391
"Seattle WA","Phoenix AZ",392
"Houston TX","Newark NJ",393
"Newark NJ","Houston TX",393
"New York NY","Tampa FL",394
"Tampa FL","New York NY",394
"Phoenix AZ","Seattle WA",396
"Charlotte NC","Houston TX",397
"Houston TX","Charlotte NC",397
"Phoenix AZ","San Francisco CA",397
"San Francisco CA","Phoenix AZ",397
"Washington DC","San Francisco CA",397
"Atlanta GA","Los Angeles CA",398
"Burbank CA","Oakland CA",398
"Anchorage AK","Seattle WA",399
"Los Angeles CA","Atlanta GA",399
"Seattle WA","Anchorage AK",399
"Phoenix AZ","Santa Ana CA",401
"Santa Ana CA","Phoenix AZ",401
"Boston MA","Philadelphia PA",402
"Boston MA","Atlanta GA",403
"Atlanta GA","Boston MA",404
"Philadelphia PA","Orlando FL",404
"Chicago IL","Des Moines IA",405
"Orlando FL","Philadelphia PA",405
"Philadelphia PA","Boston MA",405
"Seattle WA","Denver CO",405
"Charlotte NC","Dallas/Fort Worth TX",408
"Dallas/Fort Worth TX","Charlotte NC",408
"Memphis TN","Atlanta GA",408
"Minneapolis MN","New York NY",408
"San Francisco CA","Santa Ana CA",408
"New York NY","Minneapolis MN",409
"New York NY","San Juan PR",411
"Atlanta GA","Detroit MI",412
"Atlanta GA","Memphis TN",412
"Denver CO","Seattle WA",412
"Detroit MI","Atlanta GA",412
"Santa Ana CA","San Francisco CA",412
"San Juan PR","New York NY",413
"Omaha NE","Chicago IL",414
"Atlanta GA","Jacksonville FL",418
"Jacksonville FL","Atlanta GA",418
"Miami FL","Washington DC",418
"Washington DC","Denver CO",418
"Washington DC","Miami FL",418
"Denver CO","Washington DC",422
"Honolulu HI","Los Angeles CA",422
"Los Angeles CA","Honolulu HI",422
"Newark NJ","Orlando FL",422
"Orlando FL","Newark NJ",423
"Chicago IL","Omaha NE",430
"Newark NJ","Boston MA",430
"Los Angeles CA","Seattle WA",431
"Seattle WA","Los Angeles CA",432
"Chicago IL","Pittsburgh PA",433
"Washington DC","Orlando FL",434
"Las Vegas NV","Chicago IL",436
"Orlando FL","Washington DC",436
"Austin TX","Dallas/Fort Worth TX",439
"Dallas/Fort Worth TX","Austin TX",439
"Boston MA","Newark NJ",440
"Chicago IL","Las Vegas NV",443
"New Orleans LA","Atlanta GA",445
"Atlanta GA","New Orleans LA",446
"Chicago IL","Columbus OH",446
"Atlanta GA","Raleigh/Durham NC",449
"Raleigh/Durham NC","Atlanta GA",449
"Dallas/Fort Worth TX","Phoenix AZ",452
"Phoenix AZ","Dallas/Fort Worth TX",452
"Baltimore MD","Boston MA",453
"Dallas/Fort Worth TX","San Antonio TX",453
"San Antonio TX","Dallas/Fort Worth TX",453
"Boston MA","Baltimore MD",454
"Minneapolis MN","Denver CO",454
"San Francisco CA","Denver CO",455
"Denver CO","Minneapolis MN",457
"Atlanta GA","Minneapolis MN",461
"Houston TX","Austin TX",461
"Austin TX","Houston TX",462
"Minneapolis MN","Atlanta GA",463
"Houston TX","Denver CO",464
"Pittsburgh PA","Chicago IL",468
"Los Angeles CA","Salt Lake City UT",469
"Columbus OH","Chicago IL",473
"Salt Lake City UT","Los Angeles CA",473
"Los Angeles CA","Oakland CA",476
"Oakland CA","Los Angeles CA",476
"Chicago IL","Orlando FL",480
"Orlando FL","Chicago IL",484
"Denver CO","Houston TX",485
"Denver CO","San Francisco CA",486
"Houston TX","San Antonio TX",491
"San Antonio TX","Houston TX",494
"Dallas/Fort Worth TX","New York NY",499
"Dallas/Fort Worth TX","Washington DC",499
"New York NY","Dallas/Fort Worth TX",499
"Washington DC","Dallas/Fort Worth TX",499
"Denver CO","Las Vegas NV",502
"Phoenix AZ","Salt Lake City UT",502
"Salt Lake City UT","Phoenix AZ",503
"Dallas/Fort Worth TX","San Francisco CA",505
"San Francisco CA","Dallas/Fort Worth TX",505
"Hilo HI","Honolulu HI",509
"Honolulu HI","Hilo HI",509
"Los Angeles CA","San Jose CA",509
"San Jose CA","Los Angeles CA",509
"Los Angeles CA","Houston TX",510
"Chicago IL","St. Louis MO",511
"St. Louis MO","Chicago IL",512
"Houston TX","Los Angeles CA",513
"San Francisco CA","Seattle WA",513
"Los Angeles CA","Sacramento CA",515
"Sacramento CA","Los Angeles CA",516
"Seattle WA","San Francisco CA",516
"Charlotte NC","Chicago IL",518
"Detroit MI","New York NY",521
"New York NY","Detroit MI",522
"Dallas/Fort Worth TX","Denver CO",527
"Phoenix AZ","San Diego CA",527
"Washington DC","Charlotte NC",529
"San Diego CA","Phoenix AZ",531
"Denver CO","Dallas/Fort Worth TX",532
"Las Vegas NV","Denver CO",536
"Boston MA","Chicago IL",539
"Chicago IL","Charlotte NC",541
"Atlanta GA","Baltimore MD",548
"Baltimore MD","Atlanta GA",548
"Charlotte NC","Washington DC",555
"Houston TX","New Orleans LA",557
"New Orleans LA","Houston TX",564
"Atlanta GA","Philadelphia PA",565
"Philadelphia PA","Atlanta GA",565
"New York NY","Raleigh/Durham NC",567
"Raleigh/Durham NC","New York NY",567
"Atlanta GA","Miami FL",570
"Chicago IL","Boston MA",570
"Nashville TN","Chicago IL",570
"Miami FL","Atlanta GA",571
"Chicago IL","Phoenix AZ",577
"Phoenix AZ","Chicago IL",577
"Atlanta GA","Tampa FL",579
"Tampa FL","Atlanta GA",579
"Chicago IL","Nashville TN",580
"Denver CO","Salt Lake City UT",614
"Chicago IL","Dallas/Fort Worth TX",619
"Dallas/Fort Worth TX","Chicago IL",622
"Dallas/Fort Worth TX","Atlanta GA",624
"Atlanta GA","Dallas/Fort Worth TX",625
"Atlanta GA","Charlotte NC",629
"Charlotte NC","Atlanta GA",629
"Atlanta GA","Fort Lauderdale FL",630
"Fort Lauderdale FL","Atlanta GA",633
"Honolulu HI","Lihue HI",633
"San Diego CA","San Francisco CA",633
"San Francisco CA","San Diego CA",633
"Lihue HI","Honolulu HI",634
"Phoenix AZ","Las Vegas NV",634
"Las Vegas NV","Phoenix AZ",638
"Los Angeles CA","Denver CO",643
"Denver CO","Los Angeles CA",645
"Salt Lake City UT","Denver CO",645
"Chicago IL","San Francisco CA",648
"Dallas/Fort Worth TX","Los Angeles CA",658
"Los Angeles CA","Dallas/Fort Worth TX",659
"Chicago IL","Houston TX",663
"San Francisco CA","New York NY",670
"New York NY","San Francisco CA",671
"Chicago IL","Newark NJ",674
"Charlotte NC","New York NY",675
"Chicago IL","Kansas City MO",675
"Newark NJ","Chicago IL",676
"New York NY","Charlotte NC",677
"San Francisco CA","Chicago IL",678
"Houston TX","Chicago IL",681
"Kansas City MO","Chicago IL",682
"Chicago IL","Philadelphia PA",687
"Honolulu HI","Kona HI",688
"Las Vegas NV","San Francisco CA",688
"Philadelphia PA","Chicago IL",688
"Kona HI","Honolulu HI",689
"Dallas/Fort Worth TX","Houston TX",693
"Houston TX","Dallas/Fort Worth TX",693
"Denver CO","Phoenix AZ",694
"Chicago IL","Denver CO",696
"Denver CO","Chicago IL",698
"Phoenix AZ","Denver CO",701
"San Francisco CA","Las Vegas NV",720
"Chicago IL","Los Angeles CA",729
"Miami FL","New York NY",733
"New York NY","Miami FL",733
"Atlanta GA","Orlando FL",739
"Orlando FL","Atlanta GA",744
"Los Angeles CA","Chicago IL",752
"New York NY","Orlando FL",753
"Cleveland OH","Chicago IL",755
"Orlando FL","New York NY",755
"Chicago IL","Cleveland OH",757
"Phoenix AZ","Los Angeles CA",784
"Chicago IL","Washington DC",786
"Washington DC","Chicago IL",788
"Fort Lauderdale FL","New York NY",791
"New York NY","Fort Lauderdale FL",791
"Los Angeles CA","Phoenix AZ",793
"Boston MA","New York NY",814
"New York NY","Boston MA",815
"Washington DC","Boston MA",830
"Chicago IL","Detroit MI",834
"Los Angeles CA","San Diego CA",835
"San Diego CA","Los Angeles CA",839
"Minneapolis MN","Chicago IL",853
"Boston MA","Washington DC",855
"Chicago IL","Minneapolis MN",860
"Detroit MI","Chicago IL",865
"Houston TX","Dallas TX",890
"Dallas TX","Houston TX",892
"Houston TX","Atlanta GA",911
"Atlanta GA","Houston TX",912
"Atlanta GA","Washington DC",913
"Washington DC","Atlanta GA",919
"Las Vegas NV","Los Angeles CA",928
"Los Angeles CA","Las Vegas NV",932
"New York NY","Chicago IL",933
"Chicago IL","New York NY",936
"Los Angeles CA","New York NY",936
"New York NY","Los Angeles CA",937
"Kahului HI","Honolulu HI",996
"Honolulu HI","Kahului HI",997
"New York NY","Washington DC",1006
"Washington DC","New York NY",1008
"Atlanta GA","New York NY",1030
"New York NY","Atlanta GA",1034
"Chicago IL","Atlanta GA",1139
"Atlanta GA","Chicago IL",1150
"San Francisco CA","Los Angeles CA",1330
"Los Angeles CA","San Francisco CA",1332
